model,unique_id,cutoff,n,scale,mae,wape,mase,pinball,coverage,mean_actual
AutoARIMA,FOODS_1_219_TX_2,2016-02-28,28,1.0636237897648686,1.352243713466599,0.7572564795412954,1.271355272869117,0.42550634523124664,0.8214285714285714,1.7857142857142858
AutoARIMA,FOODS_1_219_TX_2,2016-03-27,28,1.0732356857523302,1.177839511351572,0.5785878301376144,1.0974658474255963,0.3865483018521913,0.8214285714285714,2.0357142857142856
AutoARIMA,FOODS_1_219_TX_2,2016-04-24,28,1.0962772785622592,0.7414803767353814,0.5611202850970454,0.6763620766707987,0.24082771435770933,0.9642857142857143,1.3214285714285714
AutoARIMA,FOODS_1_219_TX_2,2016-05-22,28,1.0991325898389095,1.1465565986703883,0.9442230812579668,1.0431467588805,0.32693954323268726,0.9285714285714286,1.2142857142857142
AutoARIMA,FOODS_2_010_WI_1,2016-02-28,28,1.008298755186722,1.1624296137561516,0.7075658518515706,1.1528622918322327,0.35375359992318145,0.7142857142857143,1.6428571428571428
AutoARIMA,FOODS_2_010_WI_1,2016-03-27,28,1.0199733688415447,1.1497398729971824,0.7153936987538023,1.127225384622564,0.3332658619380072,0.6428571428571429,1.6071428571428572
AutoARIMA,FOODS_2_010_WI_1,2016-04-24,28,1.0397946084724006,1.223058764975445,0.8352596443734747,1.1762503431060143,0.3568319653906477,0.6785714285714286,1.4642857142857142
AutoARIMA,FOODS_2_010_WI_1,2016-05-22,28,1.057001239157373,1.0647949538347297,0.9617502808829816,1.007373420568144,0.2774330497821178,0.9285714285714286,1.1071428571428572
AutoARIMA,FOODS_2_031_WI_2,2016-02-28,28,5.15076071922545,3.114671057200905,0.9910317000184697,0.604701174639166,0.8187909942549868,0.9642857142857143,3.142857142857143
AutoARIMA,FOODS_2_031_WI_2,2016-03-27,28,5.087882822902796,3.4775937343184924,0.5532535486415783,0.6835050757584894,1.026303406449637,0.8214285714285714,6.285714285714286
AutoARIMA,FOODS_2_031_WI_2,2016-04-24,28,5.053915275994865,4.004862520061825,0.60288252990178,0.7924277122499775,1.266055973212077,0.8571428571428571,6.642857142857143
AutoARIMA,FOODS_2_031_WI_2,2016-05-22,28,5.058240396530359,4.26924373078103,0.6909758639414383,0.8440175626507328,1.1479399731320168,0.8928571428571429,6.178571428571429
AutoARIMA,FOODS_2_034_CA_2,2016-02-28,28,1.5560165975103735,1.588532020324643,1.2355249046969445,1.020896578395304,0.4697206020856076,0.8928571428571429,1.2857142857142858
